# R v_R c2s omega rho H omega_prime T
3.58471e+28 -1.27106e-07 1.76444e-07 3.35251e-21 -1.16223e-24 2.10979e+13 1.21457e-37 6.3315e-11
3.57588e+28 -1.27106e-07 1.76591e-07 3.35251e-21 -1.16699e-24 2.10636e+13 1.2207e-37 6.34553e-11
3.56706e+28 -1.27106e-07 1.76739e-07 3.35251e-21 -1.17179e-24 2.10292e+13 1.22687e-37 6.3596e-11
3.55823e+28 -1.27106e-07 1.76887e-07 3.35251e-21 -1.17663e-24 2.09947e+13 1.23308e-37 6.37373e-11
3.5494e+28 -1.27106e-07 1.77035e-07 3.35251e-21 -1.18151e-24 2.096e+13 1.23933e-37 6.38791e-11
3.54057e+28 -1.27106e-07 1.77182e-07 3.35251e-21 -1.18642e-24 2.09253e+13 1.24564e-37 6.40214e-11
3.53175e+28 -1.27106e-07 1.77329e-07 3.35251e-21 -1.19136e-24 2.08905e+13 1.25198e-37 6.41643e-11
3.52292e+28 -1.27106e-07 1.77476e-07 3.35251e-21 -1.19635e-24 2.08556e+13 1.25838e-37 6.43077e-11
3.51409e+28 -1.27106e-07 1.77624e-07 3.35251e-21 -1.20137e-24 2.08206e+13 1.26482e-37 6.44516e-11
3.50527e+28 -1.27106e-07 1.7777e-07 3.35251e-21 -1.20643e-24 2.07855e+13 1.2713e-37 6.45961e-11
3.49644e+28 -1.27106e-07 1.77917e-07 3.35251e-21 -1.21153e-24 2.07502e+13 1.27783e-37 6.4741e-11
3.48761e+28 -1.27106e-07 1.78064e-07 3.35251e-21 -1.21667e-24 2.07149e+13 1.28442e-37 6.48866e-11
3.47878e+28 -1.27106e-07 1.78211e-07 3.35251e-21 -1.22184e-24 2.06795e+13 1.29104e-37 6.50327e-11
3.46996e+28 -1.27106e-07 1.78357e-07 3.35251e-21 -1.22706e-24 2.0644e+13 1.29772e-37 6.51793e-11
3.46113e+28 -1.27106e-07 1.78503e-07 3.35251e-21 -1.23232e-24 2.06084e+13 1.30445e-37 6.53265e-11
3.4523e+28 -1.27106e-07 1.7865e-07 3.35251e-21 -1.23761e-24 2.05726e+13 1.31123e-37 6.54743e-11
3.44348e+28 -1.27106e-07 1.78796e-07 3.35251e-21 -1.24295e-24 2.05368e+13 1.31805e-37 6.56226e-11
3.43465e+28 -1.27106e-07 1.78942e-07 3.35251e-21 -1.24833e-24 2.05009e+13 1.32493e-37 6.57715e-11
3.42582e+28 -1.27106e-07 1.79088e-07 3.35251e-21 -1.25375e-24 2.04649e+13 1.33186e-37 6.5921e-11
3.41699e+28 -1.27106e-07 1.79233e-07 3.35251e-21 -1.25921e-24 2.04288e+13 1.33884e-37 6.6071e-11
3.40817e+28 -1.27106e-07 1.79379e-07 3.35251e-21 -1.26471e-24 2.03925e+13 1.34587e-37 6.62217e-11
3.39934e+28 -1.27106e-07 1.79524e-07 3.35251e-21 -1.27026e-24 2.03562e+13 1.35295e-37 6.63729e-11
3.39051e+28 -1.27106e-07 1.7967e-07 3.35251e-21 -1.27585e-24 2.03198e+13 1.36009e-37 6.65247e-11
3.38169e+28 -1.27106e-07 1.79815e-07 3.35251e-21 -1.28148e-24 2.02833e+13 1.36729e-37 6.66771e-11
3.37286e+28 -1.27106e-07 1.7996e-07 3.35251e-21 -1.28716e-24 2.02467e+13 1.37453e-37 6.68301e-11
3.36403e+28 -1.27106e-07 1.80105e-07 3.35251e-21 -1.29288e-24 2.021e+13 1.38183e-37 6.69837e-11
3.3552e+28 -1.27106e-07 1.8025e-07 3.35251e-21 -1.29865e-24 2.01732e+13 1.38919e-37 6.7138e-11
3.34638e+28 -1.27106e-07 1.80395e-07 3.35251e-21 -1.30446e-24 2.01362e+13 1.3966e-37 6.72928e-11
3.33755e+28 -1.27106e-07 1.8054e-07 3.35251e-21 -1.31032e-24 2.00992e+13 1.40407e-37 6.74483e-11
3.32872e+28 -1.27106e-07 1.80684e-07 3.35251e-21 -1.31622e-24 2.00621e+13 1.4116e-37 6.76043e-11
3.3199e+28 -1.27106e-07 1.80829e-07 3.35251e-21 -1.32217e-24 2.00249e+13 1.41919e-37 6.7761e-11
3.31107e+28 -1.27106e-07 1.80973e-07 3.35251e-21 -1.32817e-24 1.99876e+13 1.42683e-37 6.79184e-11
3.30224e+28 -1.27106e-07 1.81117e-07 3.35251e-21 -1.33422e-24 1.99502e+13 1.43453e-37 6.80764e-11
3.29341e+28 -1.27106e-07 1.81261e-07 3.35251e-21 -1.34031e-24 1.99127e+13 1.4423e-37 6.8235e-11
3.28459e+28 -1.27106e-07 1.81405e-07 3.35251e-21 -1.34646e-24 1.98751e+13 1.45012e-37 6.83943e-11
3.27576e+28 -1.27106e-07 1.81549e-07 3.35251e-21 -1.35265e-24 1.98374e+13 1.458e-37 6.85542e-11
3.26693e+28 -1.27106e-07 1.81693e-07 3.35251e-21 -1.35889e-24 1.97996e+13 1.46595e-37 6.87148e-11
3.25811e+28 -1.27106e-07 1.81837e-07 3.35251e-21 -1.36519e-24 1.97618e+13 1.47396e-37 6.8876e-11
3.24928e+28 -1.27106e-07 1.8198e-07 3.35251e-21 -1.37153e-24 1.97238e+13 1.48203e-37 6.90379e-11
3.24045e+28 -1.27106e-07 1.82124e-07 3.35251e-21 -1.37793e-24 1.96857e+13 1.49016e-37 6.92005e-11
3.23162e+28 -1.27106e-07 1.82267e-07 3.35251e-21 -1.38438e-24 1.96475e+13 1.49836e-37 6.93638e-11
3.2228e+28 -1.27106e-07 1.8241e-07 3.35251e-21 -1.39088e-24 1.96092e+13 1.50662e-37 6.95277e-11
3.21397e+28 -1.27106e-07 1.82553e-07 3.35251e-21 -1.39743e-24 1.95709e+13 1.51495e-37 6.96924e-11
3.20514e+28 -1.27106e-07 1.82696e-07 3.35251e-21 -1.40404e-24 1.95324e+13 1.52335e-37 6.98577e-11
3.19632e+28 -1.27106e-07 1.82839e-07 3.35251e-21 -1.4107e-24 1.94938e+13 1.53181e-37 7.00237e-11
3.18749e+28 -1.27106e-07 1.82982e-07 3.35251e-21 -1.41742e-24 1.94552e+13 1.54035e-37 7.01905e-11
3.17866e+28 -1.27106e-07 1.83124e-07 3.35251e-21 -1.4242e-24 1.94164e+13 1.54895e-37 7.03579e-11
3.16983e+28 -1.27106e-07 1.83267e-07 3.35251e-21 -1.43102e-24 1.93776e+13 1.55762e-37 7.05261e-11
3.16101e+28 -1.27106e-07 1.83409e-07 3.35251e-21 -1.43791e-24 1.93386e+13 1.56636e-37 7.0695e-11
3.15218e+28 -1.27106e-07 1.83552e-07 3.35251e-21 -1.44485e-24 1.92996e+13 1.57517e-37 7.08646e-11
3.14335e+28 -1.27106e-07 1.83694e-07 3.35251e-21 -1.45186e-24 1.92605e+13 1.58405e-37 7.1035e-11
3.13453e+28 -1.27106e-07 1.83836e-07 3.35251e-21 -1.45892e-24 1.92212e+13 1.59301e-37 7.12061e-11
3.1257e+28 -1.27106e-07 1.83978e-07 3.35251e-21 -1.46604e-24 1.91819e+13 1.60203e-37 7.13779e-11
3.11687e+28 -1.27106e-07 1.8412e-07 3.35251e-21 -1.47322e-24 1.91425e+13 1.61114e-37 7.15505e-11
3.10804e+28 -1.27106e-07 1.84261e-07 3.35251e-21 -1.48046e-24 1.9103e+13 1.62032e-37 7.17239e-11
3.09922e+28 -1.27106e-07 1.84403e-07 3.35251e-21 -1.48776e-24 1.90634e+13 1.62957e-37 7.1898e-11
3.09039e+28 -1.27106e-07 1.84545e-07 3.35251e-21 -1.49512e-24 1.90236e+13 1.6389e-37 7.20729e-11
3.08156e+28 -1.27106e-07 1.84686e-07 3.35251e-21 -1.50255e-24 1.89838e+13 1.64831e-37 7.22485e-11
3.07274e+28 -1.27106e-07 1.84827e-07 3.35251e-21 -1.51004e-24 1.8944e+13 1.6578e-37 7.2425e-11
3.06391e+28 -1.27106e-07 1.84969e-07 3.35251e-21 -1.51759e-24 1.8904e+13 1.66736e-37 7.26022e-11
3.05508e+28 -1.27106e-07 1.8511e-07 3.35251e-21 -1.52521e-24 1.88639e+13 1.67701e-37 7.27802e-11
3.04625e+28 -1.27106e-07 1.85251e-07 3.35251e-21 -1.53289e-24 1.88237e+13 1.68674e-37 7.29591e-11
3.03743e+28 -1.27106e-07 1.85392e-07 3.35251e-21 -1.54065e-24 1.87834e+13 1.69655e-37 7.31387e-11
3.0286e+28 -1.27106e-07 1.85532e-07 3.35251e-21 -1.54846e-24 1.87431e+13 1.70644e-37 7.33192e-11
3.01977e+28 -1.27106e-07 1.85673e-07 3.35251e-21 -1.55635e-24 1.87026e+13 1.71642e-37 7.35004e-11
3.01095e+28 -1.27106e-07 1.85814e-07 3.35251e-21 -1.5643e-24 1.86621e+13 1.72648e-37 7.36826e-11
3.00212e+28 -1.27106e-07 1.85954e-07 3.35251e-21 -1.57233e-24 1.86214e+13 1.73663e-37 7.38655e-11
2.99329e+28 -1.27106e-07 1.86094e-07 3.35251e-21 -1.58042e-24 1.85807e+13 1.74687e-37 7.40493e-11
2.98446e+28 -1.27106e-07 1.86235e-07 3.35251e-21 -1.58859e-24 1.85398e+13 1.75719e-37 7.42339e-11
2.97564e+28 -1.27106e-07 1.86375e-07 3.35251e-21 -1.59682e-24 1.84989e+13 1.7676e-37 7.44194e-11
2.96681e+28 -1.27106e-07 1.86515e-07 3.35251e-21 -1.60514e-24 1.84579e+13 1.7781e-37 7.46058e-11
2.95798e+28 -1.27106e-07 1.86655e-07 3.35251e-21 -1.61352e-24 1.84168e+13 1.7887e-37 7.4793e-11
2.94916e+28 -1.27106e-07 1.86795e-07 3.35251e-21 -1.62198e-24 1.83756e+13 1.79938e-37 7.49812e-11
2.94033e+28 -1.27106e-07 1.86934e-07 3.35251e-21 -1.63051e-24 1.83343e+13 1.81016e-37 7.51702e-11
2.9315e+28 -1.27106e-07 1.87074e-07 3.35251e-21 -1.63912e-24 1.82929e+13 1.82104e-37 7.536e-11
2.92267e+28 -1.27106e-07 1.87213e-07 3.35251e-21 -1.64781e-24 1.82514e+13 1.83201e-37 7.55508e-11
2.91385e+28 -1.27106e-07 1.87353e-07 3.35251e-21 -1.65657e-24 1.82098e+13 1.84308e-37 7.57426e-11
2.90502e+28 -1.27106e-07 1.87492e-07 3.35251e-21 -1.66542e-24 1.81682e+13 1.85424e-37 7.59352e-11
2.89619e+28 -1.27106e-07 1.87631e-07 3.35251e-21 -1.67434e-24 1.81264e+13 1.8655e-37 7.61287e-11
2.88737e+28 -1.27106e-07 1.8777e-07 3.35251e-21 -1.68335e-24 1.80846e+13 1.87687e-37 7.63232e-11
2.87854e+28 -1.27106e-07 1.87909e-07 3.35251e-21 -1.69243e-24 1.80426e+13 1.88833e-37 7.65186e-11
2.86971e+28 -1.27106e-07 1.88048e-07 3.35251e-21 -1.7016e-24 1.80006e+13 1.8999e-37 7.6715e-11
2.86088e+28 -1.27106e-07 1.88187e-07 3.35251e-21 -1.71086e-24 1.79585e+13 1.91158e-37 7.69123e-11
2.85206e+28 -1.27106e-07 1.88326e-07 3.35251e-21 -1.7202e-24 1.79162e+13 1.92335e-37 7.71106e-11
2.84323e+28 -1.27106e-07 1.88464e-07 3.35251e-21 -1.72962e-24 1.78739e+13 1.93524e-37 7.73099e-11
2.8344e+28 -1.27106e-07 1.88603e-07 3.35251e-21 -1.73913e-24 1.78315e+13 1.94723e-37 7.75102e-11
2.82558e+28 -1.27106e-07 1.88741e-07 3.35251e-21 -1.74873e-24 1.7789e+13 1.95933e-37 7.77114e-11
2.81675e+28 -1.27106e-07 1.88879e-07 3.35251e-21 -1.75842e-24 1.77465e+13 1.97154e-37 7.79137e-11
2.80792e+28 -1.27106e-07 1.89018e-07 3.35251e-21 -1.7682e-24 1.77038e+13 1.98387e-37 7.81169e-11
2.79909e+28 -1.27106e-07 1.89156e-07 3.35251e-21 -1.77807e-24 1.7661e+13 1.99631e-37 7.83212e-11
2.79027e+28 -1.27106e-07 1.89294e-07 3.35251e-21 -1.78804e-24 1.76182e+13 2.00886e-37 7.85265e-11
2.78144e+28 -1.27106e-07 1.89431e-07 3.35251e-21 -1.7981e-24 1.75752e+13 2.02153e-37 7.87328e-11
2.77261e+28 -1.27106e-07 1.89569e-07 3.35251e-21 -1.80825e-24 1.75322e+13 2.03431e-37 7.89402e-11
2.76379e+28 -1.27106e-07 1.89707e-07 3.35251e-21 -1.8185e-24 1.74891e+13 2.04722e-37 7.91487e-11
2.75496e+28 -1.27106e-07 1.89844e-07 3.35251e-21 -1.82884e-24 1.74459e+13 2.06025e-37 7.93582e-11
2.74613e+28 -1.27106e-07 1.89982e-07 3.35251e-21 -1.83929e-24 1.74026e+13 2.07339e-37 7.95688e-11
2.7373e+28 -1.27106e-07 1.90119e-07 3.35251e-21 -1.84983e-24 1.73592e+13 2.08667e-37 7.97804e-11
2.72848e+28 -1.27106e-07 1.90257e-07 3.35251e-21 -1.86048e-24 1.73157e+13 2.10007e-37 7.99932e-11
2.71965e+28 -1.27106e-07 1.90394e-07 3.35251e-21 -1.87122e-24 1.72721e+13 2.11359e-37 8.0207e-11
2.71082e+28 -1.27106e-07 1.90531e-07 3.35251e-21 -1.88207e-24 1.72284e+13 2.12724e-37 8.0422e-11
2.702e+28 -1.27106e-07 1.90668e-07 3.35251e-21 -1.89303e-24 1.71847e+13 2.14103e-37 8.06381e-11
2.69317e+28 -1.27106e-07 1.90805e-07 3.35251e-21 -1.90409e-24 1.71408e+13 2.15494e-37 8.08554e-11
2.68434e+28 -1.27106e-07 1.90941e-07 3.35251e-21 -1.91526e-24 1.70969e+13 2.16899e-37 8.10737e-11
2.67551e+28 -1.27106e-07 1.91078e-07 3.35251e-21 -1.92654e-24 1.70529e+13 2.18318e-37 8.12933e-11
2.66669e+28 -1.27106e-07 1.91215e-07 3.35251e-21 -1.93793e-24 1.70088e+13 2.1975e-37 8.1514e-11
2.65786e+28 -1.27106e-07 1.91351e-07 3.35251e-21 -1.94944e-24 1.69646e+13 2.21196e-37 8.17359e-11
2.64903e+28 -1.27106e-07 1.91488e-07 3.35251e-21 -1.96105e-24 1.69203e+13 2.22656e-37 8.19589e-11
2.64021e+28 -1.27106e-07 1.91624e-07 3.35251e-21 -1.97278e-24 1.68759e+13 2.24131e-37 8.21832e-11
2.63138e+28 -1.27106e-07 1.9176e-07 3.35251e-21 -1.98463e-24 1.68314e+13 2.2562e-37 8.24087e-11
2.62255e+28 -1.27106e-07 1.91896e-07 3.35251e-21 -1.99659e-24 1.67869e+13 2.27123e-37 8.26354e-11
2.61372e+28 -1.27106e-07 1.92032e-07 3.35251e-21 -2.00868e-24 1.67422e+13 2.28642e-37 8.28633e-11
2.6049e+28 -1.27106e-07 1.92168e-07 3.35251e-21 -2.02089e-24 1.66975e+13 2.30175e-37 8.30925e-11
2.59607e+28 -1.27106e-07 1.92304e-07 3.35251e-21 -2.03322e-24 1.66527e+13 2.31724e-37 8.33229e-11
2.58724e+28 -1.27106e-07 1.9244e-07 3.35251e-21 -2.04567e-24 1.66078e+13 2.33288e-37 8.35546e-11
2.57842e+28 -1.27106e-07 1.92575e-07 3.35251e-21 -2.05825e-24 1.65628e+13 2.34868e-37 8.37876e-11
2.56959e+28 -1.27106e-07 1.92711e-07 3.35251e-21 -2.07096e-24 1.65177e+13 2.36464e-37 8.40219e-11
2.56076e+28 -1.27106e-07 1.92846e-07 3.35251e-21 -2.0838e-24 1.64725e+13 2.38076e-37 8.42575e-11
2.55193e+28 -1.27106e-07 1.92981e-07 3.35251e-21 -2.09676e-24 1.64272e+13 2.39704e-37 8.44944e-11
2.54311e+28 -1.27106e-07 1.93117e-07 3.35251e-21 -2.10987e-24 1.63819e+13 2.41349e-37 8.47326e-11
2.53428e+28 -1.27106e-07 1.93252e-07 3.35251e-21 -2.12311e-24 1.63364e+13 2.43011e-37 8.49722e-11
2.52545e+28 -1.27106e-07 1.93387e-07 3.35251e-21 -2.13648e-24 1.62909e+13 2.44689e-37 8.52131e-11
2.51663e+28 -1.27106e-07 1.93522e-07 3.35251e-21 -2.14999e-24 1.62453e+13 2.46385e-37 8.54554e-11
2.5078e+28 -1.27106e-07 1.93657e-07 3.35251e-21 -2.16365e-24 1.61996e+13 2.48098e-37 8.56991e-11
2.49897e+28 -1.27106e-07 1.93791e-07 3.35251e-21 -2.17744e-24 1.61538e+13 2.49829e-37 8.59442e-11
2.49014e+28 -1.27106e-07 1.93926e-07 3.35251e-21 -2.19139e-24 1.61079e+13 2.51578e-37 8.61907e-11
2.48132e+28 -1.27106e-07 1.94061e-07 3.35251e-21 -2.20548e-24 1.6062e+13 2.53345e-37 8.64386e-11
2.47249e+28 -1.27106e-07 1.94195e-07 3.35251e-21 -2.21971e-24 1.60159e+13 2.55131e-37 8.6688e-11
2.46366e+28 -1.27106e-07 1.9433e-07 3.35251e-21 -2.2341e-24 1.59698e+13 2.56936e-37 8.69388e-11
2.45484e+28 -1.27106e-07 1.94464e-07 3.35251e-21 -2.24864e-24 1.59236e+13 2.58759e-37 8.71911e-11
2.44601e+28 -1.27106e-07 1.94598e-07 3.35251e-21 -2.26334e-24 1.58773e+13 2.60602e-37 8.74449e-11
2.43718e+28 -1.27106e-07 1.94732e-07 3.35251e-21 -2.2782e-24 1.58309e+13 2.62464e-37 8.77001e-11
2.42835e+28 -1.27106e-07 1.94866e-07 3.35251e-21 -2.29321e-24 1.57844e+13 2.64346e-37 8.79569e-11
2.41953e+28 -1.27106e-07 1.95e-07 3.35251e-21 -2.30839e-24 1.57378e+13 2.66249e-37 8.82152e-11
2.4107e+28 -1.27106e-07 1.95134e-07 3.35251e-21 -2.32373e-24 1.56912e+13 2.68172e-37 8.84751e-11
2.40187e+28 -1.27106e-07 1.95268e-07 3.35251e-21 -2.33924e-24 1.56444e+13 2.70115e-37 8.87365e-11
2.39305e+28 -1.27106e-07 1.95401e-07 3.35251e-21 -2.35491e-24 1.55976e+13 2.7208e-37 8.89995e-11
2.38422e+28 -1.27106e-07 1.95535e-07 3.35251e-21 -2.37076e-24 1.55507e+13 2.74065e-37 8.92641e-11
2.37539e+28 -1.27106e-07 1.95668e-07 3.35251e-21 -2.38679e-24 1.55037e+13 2.76073e-37 8.95303e-11
2.36656e+28 -1.27106e-07 1.95802e-07 3.35251e-21 -2.40299e-24 1.54566e+13 2.78102e-37 8.97981e-11
2.35774e+28 -1.27106e-07 1.95935e-07 3.35251e-21 -2.41937e-24 1.54094e+13 2.80154e-37 9.00676e-11
2.34891e+28 -1.27106e-07 1.96068e-07 3.35251e-21 -2.43593e-24 1.53622e+13 2.82229e-37 9.03387e-11
2.34008e+28 -1.27106e-07 1.96201e-07 3.35251e-21 -2.45268e-24 1.53148e+13 2.84326e-37 9.06115e-11
2.33126e+28 -1.27106e-07 1.96334e-07 3.35251e-21 -2.46961e-24 1.52674e+13 2.86447e-37 9.0886e-11
2.32243e+28 -1.27106e-07 1.96467e-07 3.35251e-21 -2.48674e-24 1.52199e+13 2.88591e-37 9.11622e-11
2.3136e+28 -1.27106e-07 1.966e-07 3.35251e-21 -2.50405e-24 1.51723e+13 2.9076e-37 9.14402e-11
2.30477e+28 -1.27106e-07 1.96733e-07 3.35251e-21 -2.52157e-24 1.51246e+13 2.92952e-37 9.17199e-11
2.29595e+28 -1.27106e-07 1.96865e-07 3.35251e-21 -2.53928e-24 1.50768e+13 2.9517e-37 9.20013e-11
2.28712e+28 -1.27106e-07 1.96998e-07 3.35251e-21 -2.5572e-24 1.5029e+13 2.97413e-37 9.22846e-11
2.27829e+28 -1.27106e-07 1.9713e-07 3.35251e-21 -2.57532e-24 1.49811e+13 2.99681e-37 9.25697e-11
2.26947e+28 -1.27106e-07 1.97263e-07 3.35251e-21 -2.59365e-24 1.4933e+13 3.01975e-37 9.28565e-11
2.26064e+28 -1.27106e-07 1.97395e-07 3.35251e-21 -2.6122e-24 1.48849e+13 3.04296e-37 9.31453e-11
2.25181e+28 -1.27106e-07 1.97527e-07 3.35251e-21 -2.63095e-24 1.48367e+13 3.06643e-37 9.34359e-11
2.24298e+28 -1.27106e-07 1.97659e-07 3.35251e-21 -2.64993e-24 1.47885e+13 3.09017e-37 9.37284e-11
2.23416e+28 -1.27106e-07 1.97791e-07 3.35251e-21 -2.66913e-24 1.47401e+13 3.11419e-37 9.40228e-11
2.22533e+28 -1.27106e-07 1.97923e-07 3.35251e-21 -2.68855e-24 1.46917e+13 3.13849e-37 9.43191e-11
2.2165e+28 -1.27106e-07 1.98055e-07 3.35251e-21 -2.7082e-24 1.46431e+13 3.16308e-37 9.46173e-11
2.20768e+28 -1.27106e-07 1.98187e-07 3.35251e-21 -2.72809e-24 1.45945e+13 3.18795e-37 9.49176e-11
2.19885e+28 -1.27106e-07 1.98319e-07 3.35251e-21 -2.74821e-24 1.45458e+13 3.21312e-37 9.52198e-11
2.19002e+28 -1.27106e-07 1.9845e-07 3.35251e-21 -2.76857e-24 1.4497e+13 3.23858e-37 9.55241e-11
2.18119e+28 -1.27106e-07 1.98582e-07 3.35251e-21 -2.78918e-24 1.44482e+13 3.26435e-37 9.58304e-11
2.17237e+28 -1.27106e-07 1.98713e-07 3.35251e-21 -2.81003e-24 1.43992e+13 3.29043e-37 9.61387e-11
2.16354e+28 -1.27106e-07 1.98844e-07 3.35251e-21 -2.83114e-24 1.43502e+13 3.31682e-37 9.64492e-11
2.15471e+28 -1.27106e-07 1.98976e-07 3.35251e-21 -2.8525e-24 1.43011e+13 3.34352e-37 9.67617e-11
2.14589e+28 -1.27106e-07 1.99107e-07 3.35251e-21 -2.87412e-24 1.42519e+13 3.37055e-37 9.70764e-11
2.13706e+28 -1.27106e-07 1.99238e-07 3.35251e-21 -2.89601e-24 1.42026e+13 3.39791e-37 9.73932e-11
2.12823e+28 -1.27106e-07 1.99369e-07 3.35251e-21 -2.91816e-24 1.41532e+13 3.42561e-37 9.77123e-11
2.1194e+28 -1.27106e-07 1.995e-07 3.35251e-21 -2.94059e-24 1.41038e+13 3.45364e-37 9.80335e-11
2.11058e+28 -1.27106e-07 1.99631e-07 3.35251e-21 -2.96329e-24 1.40542e+13 3.48202e-37 9.83569e-11
2.10175e+28 -1.27106e-07 1.99761e-07 3.35251e-21 -2.98628e-24 1.40046e+13 3.51075e-37 9.86827e-11
2.09292e+28 -1.27106e-07 1.99892e-07 3.35251e-21 -3.00956e-24 1.39549e+13 3.53983e-37 9.90107e-11
2.0841e+28 -1.27106e-07 2.00022e-07 3.35251e-21 -3.03312e-24 1.39051e+13 3.56928e-37 9.9341e-11
2.07527e+28 -1.27106e-07 2.00153e-07 3.35251e-21 -3.05699e-24 1.38553e+13 3.5991e-37 9.96736e-11
2.06644e+28 -1.27106e-07 2.00283e-07 3.35251e-21 -3.08115e-24 1.38053e+13 3.62929e-37 1.00009e-10
2.05761e+28 -1.27106e-07 2.00414e-07 3.35251e-21 -3.10563e-24 1.37553e+13 3.65987e-37 1.00346e-10
2.04879e+28 -1.27106e-07 2.00544e-07 3.35251e-21 -3.13041e-24 1.37052e+13 3.69083e-37 1.00686e-10
2.03996e+28 -1.27106e-07 2.00674e-07 3.35251e-21 -3.15551e-24 1.3655e+13 3.72219e-37 1.01028e-10
2.03113e+28 -1.27106e-07 2.00804e-07 3.35251e-21 -3.18094e-24 1.36047e+13 3.75395e-37 1.01373e-10
2.02231e+28 -1.27106e-07 2.00934e-07 3.35251e-21 -3.20669e-24 1.35544e+13 3.78611e-37 1.0172e-10
2.01348e+28 -1.27106e-07 2.01064e-07 3.35251e-21 -3.23278e-24 1.35039e+13 3.8187e-37 1.0207e-10
2.00465e+28 -1.27106e-07 2.01194e-07 3.35251e-21 -3.25921e-24 1.34534e+13 3.8517e-37 1.02423e-10
1.99582e+28 -1.27106e-07 2.01323e-07 3.35251e-21 -3.28599e-24 1.34028e+13 3.88514e-37 1.02778e-10
1.987e+28 -1.27106e-07 2.01453e-07 3.35251e-21 -3.31311e-24 1.33521e+13 3.91902e-37 1.03135e-10
1.97817e+28 -1.27106e-07 2.01582e-07 3.35251e-21 -3.3406e-24 1.33013e+13 3.95334e-37 1.03496e-10
1.96934e+28 -1.27106e-07 2.01712e-07 3.35251e-21 -3.36845e-24 1.32505e+13 3.98811e-37 1.03859e-10
1.96052e+28 -1.27106e-07 2.01841e-07 3.35251e-21 -3.39667e-24 1.31996e+13 4.02335e-37 1.04224e-10
1.95169e+28 -1.27106e-07 2.01971e-07 3.35251e-21 -3.42527e-24 1.31485e+13 4.05905e-37 1.04593e-10
1.94286e+28 -1.27106e-07 2.021e-07 3.35251e-21 -3.45426e-24 1.30975e+13 4.09524e-37 1.04964e-10
1.93403e+28 -1.27106e-07 2.02229e-07 3.35251e-21 -3.48364e-24 1.30463e+13 4.13191e-37 1.05338e-10
1.92521e+28 -1.27106e-07 2.02358e-07 3.35251e-21 -3.51341e-24 1.2995e+13 4.16908e-37 1.05715e-10
1.91638e+28 -1.27106e-07 2.02487e-07 3.35251e-21 -3.5436e-24 1.29437e+13 4.20675e-37 1.06095e-10
1.90755e+28 -1.27106e-07 2.02616e-07 3.35251e-21 -3.57419e-24 1.28923e+13 4.24494e-37 1.06478e-10
1.89873e+28 -1.27106e-07 2.02745e-07 3.35251e-21 -3.60521e-24 1.28408e+13 4.28365e-37 1.06864e-10
1.8899e+28 -1.27106e-07 2.02873e-07 3.35251e-21 -3.63666e-24 1.27892e+13 4.32289e-37 1.07253e-10
1.88107e+28 -1.27106e-07 2.03002e-07 3.35251e-21 -3.66854e-24 1.27375e+13 4.36268e-37 1.07645e-10
1.87224e+28 -1.27106e-07 2.0313e-07 3.35251e-21 -3.70087e-24 1.26858e+13 4.40303e-37 1.0804e-10
1.86342e+28 -1.27106e-07 2.03259e-07 3.35251e-21 -3.73366e-24 1.26339e+13 4.44393e-37 1.08439e-10
1.85459e+28 -1.27106e-07 2.03387e-07 3.35251e-21 -3.76691e-24 1.2582e+13 4.48542e-37 1.0884e-10
1.84576e+28 -1.27106e-07 2.03516e-07 3.35251e-21 -3.80062e-24 1.253e+13 4.52748e-37 1.09245e-10
1.83694e+28 -1.27106e-07 2.03644e-07 3.35251e-21 -3.83482e-24 1.2478e+13 4.57015e-37 1.09653e-10
1.82811e+28 -1.27106e-07 2.03772e-07 3.35251e-21 -3.86951e-24 1.24258e+13 4.61342e-37 1.10064e-10
1.81928e+28 -1.27106e-07 2.039e-07 3.35251e-21 -3.9047e-24 1.23736e+13 4.65732e-37 1.10479e-10
1.81045e+28 -1.27106e-07 2.04028e-07 3.35251e-21 -3.94039e-24 1.23213e+13 4.70185e-37 1.10897e-10
1.80163e+28 -1.27106e-07 2.04156e-07 3.35251e-21 -3.97661e-24 1.22689e+13 4.74702e-37 1.11318e-10
1.7928e+28 -1.27106e-07 2.04284e-07 3.35251e-21 -4.01335e-24 1.22164e+13 4.79285e-37 1.11743e-10
1.78397e+28 -1.27106e-07 2.04411e-07 3.35251e-21 -4.05063e-24 1.21639e+13 4.83934e-37 1.12172e-10
1.77515e+28 -1.27106e-07 2.04539e-07 3.35251e-21 -4.08846e-24 1.21113e+13 4.88653e-37 1.12604e-10
1.76632e+28 -1.27106e-07 2.04667e-07 3.35251e-21 -4.12686e-24 1.20586e+13 4.93441e-37 1.1304e-10
1.75749e+28 -1.27106e-07 2.04794e-07 3.35251e-21 -4.16582e-24 1.20058e+13 4.983e-37 1.13479e-10
1.74866e+28 -1.27106e-07 2.04922e-07 3.35251e-21 -4.20537e-24 1.19529e+13 5.03231e-37 1.13923e-10
1.73984e+28 -1.27106e-07 2.05049e-07 3.35251e-21 -4.24551e-24 1.19e+13 5.08237e-37 1.1437e-10
1.73101e+28 -1.27106e-07 2.05176e-07 3.35251e-21 -4.28626e-24 1.18469e+13 5.13318e-37 1.14821e-10
1.72218e+28 -1.27106e-07 2.05303e-07 3.35251e-21 -4.32763e-24 1.17938e+13 5.18476e-37 1.15275e-10
